year,cluster,kNDVI,FAP,SAP,GAP,CAP,UAP,TEM,PRE,PET,PDSI,DSSR,ELE,SLO,AOD,PM10,PM2.5,POP,NLT,location_id,id
2001,1,0.3877556993799115,63.11612630557831,1.88600235430121,0.0,32.900411460329174,1.4369417380514,19.985826771653542,145.03937007874018,36.98478260869566,1.6083333333333334,164.70000000000002,253.7112761309127,9.789195832905188,0.52,46.92125984251968,28.92125984251968,49.99266195507611,0.0,262,0
2001,3,0.460654279784847,94.1694554855068,1.16763674338733,0.0,4.46099074145135,0.0,18.94409448818897,145.54724409448818,37.07010869565217,1.5291666666666666,165.0916666666667,345.8659779624042,13.949922167744148,0.5115748031496062,44.3503937007874,27.114173228346456,17.39359671204698,0.0,152,203
2001,3,0.5049964130546049,97.6057413699954,0.6286918961611799,0.0,1.55670884066577,0.0,18.973228346456693,145.43897637795277,36.430978260869566,1.5291666666666666,165.0916666666667,386.260554408625,14.93792163130929,0.51,44.15354330708661,26.64566929133858,15.402377723770984,0.0,230,202
2001,3,0.3947148581875691,93.84946057544576,0.3592796485210699,0.0,5.22908811195874,0.35927369147658,18.42362204724409,150.39921259842524,37.27554347826087,1.481666666666667,164.3,567.3857249747656,12.84424931982408,0.51,45.52755905511811,27.76377952755905,19.053708966017933,0.0,58,201
2001,3,0.5083172920813737,92.75445193462446,6.855437126621281,0.0,0.17961793156921,0.0,19.3,145.70000000000002,35.697826086956525,1.5633333333333337,165.05833333333334,415.33911686954895,16.004458644732967,0.51,41.92125984251969,24.92125984251968,15.916487576418064,0.0,110,200
2001,2,0.3889435785580156,28.11218352890415,0.8981492555337299,0.0,60.754271644101365,10.02924494999092,19.53149606299213,154.9200787401575,34.333695652173915,1.4983333333333335,166.2166666666667,272.69174787264427,3.5868575919351526,0.5,50.43307086614173,30.0984251968504,1333.794443429685,0.0,406,199
2001,2,0.3101664945488176,88.95123920390189,1.28725586600116,0.0,9.54976320609973,0.0,20.15196850393701,158.08818897637798,35.639673913043474,0.9041666666666668,168.98333333333335,317.6905651721275,11.733026890211743,0.48,45.0,26.334645669291337,65.07908764703599,0.0,466,198
2001,3,0.4470173347874591,89.14292456437904,7.294426654745361,0.0,3.1733398264520902,0.17961827647577,18.8,148.29606299212597,36.712318840579705,1.55,164.20833333333334,457.85146505537614,11.378829547056425,0.51,45.50393700787401,27.17322834645669,22.7803669995537,0.0,254,204
2001,2,0.350508319892142,81.64679991218156,0.17962249102882,0.0,17.15400630128327,0.80830933983339,20.02598425196851,158.0858267716536,35.55869565217392,0.9483333333333333,168.50833333333333,323.863345861345,10.210009623210135,0.48,44.0,26.0,83.05272332710375,0.0,477,197
2001,2,0.3322996449407593,91.99004423503833,0.02994254451925,0.0,7.694969339794561,0.0898254400322599,19.066535433070868,128.4732283464567,34.96141304347827,2.108333333333333,167.85833333333335,196.37028214493665,14.083862805131124,0.56,49.29133858267716,30.527559055118108,52.94640086082851,0.0,442,195
2001,2,0.3901014156537211,90.89919387475902,0.26946363051853,0.0,7.614578914278,1.01796305675579,19.6,153.15590551181103,36.75869565217391,1.5425,166.50833333333333,314.72092916526947,15.03076829166002,0.51,47.09842519685039,28.09842519685039,196.65321024410864,0.0,402,194
2001,2,0.2980158801660639,63.92458987886276,0.17964945098809,0.0,30.460476586588243,0.44911836136972,19.10748031496063,128.50590551181102,35.12391304347826,2.108333333333333,167.85833333333335,163.8300692118464,13.387414540773822,0.5574409448818899,49.370078740157474,30.3503937007874,53.48350794899697,0.0,429,193
2001,2,0.276404494374091,8.072506323144681,1.49680787596449,0.0,75.96836995402809,14.249903651213767,20.64094488188977,156.90472440944882,34.53478260869565,0.8725,168.9,236.25915728611744,4.89094456254685,0.48,48.39370078740157,28.2755905511811,172.91236860004128,0.0,474,192
2001,2,0.3459501438236987,80.19767284226751,0.0,0.0,19.4457233971545,0.17968773096123,18.1,130.63228346456694,34.2820652173913,2.1466666666666665,167.925,305.3247415585198,9.298464727862957,0.54,52.23622047244094,31.15748031496063,152.00336891436112,0.0,431,191
2001,2,0.3014817517964791,48.24719674964048,5.98729382371298,0.0,43.87756043862946,1.6764954874743598,19.82598425196851,146.16299212598426,34.61521739130435,1.6408333333333334,164.25,304.47067938820845,12.594454747843596,0.52,46.17716535433071,27.92125984251968,153.08190874913157,0.0,500,190
2001,2,0.3409244861152276,85.59852193309888,0.26942833469137,0.0,13.740978492491951,0.17961773916775,20.02598425196851,157.9692913385827,35.2608695652174,0.9483333333333333,168.50833333333333,320.7049054179499,11.956871791761497,0.48,44.0,26.0,47.061813316391984,0.0,503,196
2001,3,0.3166330883910045,57.57283200948638,0.17962913028913,0.0,39.529556424072,2.51492261415588,19.22952755905512,145.9763779527559,35.22010869565217,1.5483333333333336,164.68333333333334,339.56368359930724,9.617714795132676,0.51,46.062992125984245,27.06299212598425,45.1498676890836,0.0,17,205
2001,3,0.490760549247706,92.93499218864558,3.32307221171774,0.0,2.96379146134778,0.5688056504269601,18.974015748031498,146.3740157480315,37.55326086956522,1.545,164.70000000000002,408.1928466818416,10.498787504249798,0.51,45.05905511811023,27.15748031496063,27.171671077083147,0.0,219,206
